331;;CUNEIFORM SIGN IGI OVER IGI SHIR OVER SHIR UD OVER UD;;12149;;igi/igišir/širud/ud
332;;CUNEIFORM SIGN IGI GUNU;;1214A;;igigunû
333;;CUNEIFORM SIGN IL;;1214B;;il
334;;CUNEIFORM SIGN IL TIMES GAN2 TENU;;1214C;;il×gan<sub>2</sub>tenû
335;;CUNEIFORM SIGN IL2;;1214D;;il<sub>2</sub>
336;;CUNEIFORM SIGN IM;;1214E;;im
337;;CUNEIFORM SIGN IM TIMES TAK4;;1214F;;im×tak<sub>4</sub>
338;;CUNEIFORM SIGN IM CROSSING IM;;12150;;imkreuztim
339;;CUNEIFORM SIGN IM OPPOSING IM;;12151;;imgegenüberim
340;;CUNEIFORM SIGN IM SQUARED;;12152;;imimquadrat
341;;CUNEIFORM SIGN IMIN;;12153;;imin
342;;CUNEIFORM SIGN IN;;12154;;in
343;;CUNEIFORM SIGN IR;;12155;;ir
344;;CUNEIFORM SIGN ISH;;12156;;iš
345;;CUNEIFORM SIGN KA;;12157;;ka
346;;CUNEIFORM SIGN KA TIMES A;;12158;;ka×a
347;;CUNEIFORM SIGN KA TIMES AD;;12159;;ka×ad
348;;CUNEIFORM SIGN KA TIMES AD PLUS KU3;;1215A;;ka×ad+ku<sub>3</sub>
349;;CUNEIFORM SIGN KA TIMES ASH2;;1215B;;ka×aš<sub>2</sub>
350;;CUNEIFORM SIGN KA TIMES BAD;;1215C;;ka×bad
351;;CUNEIFORM SIGN KA TIMES BALAG;;1215D;;ka×balag
352;;CUNEIFORM SIGN KA TIMES BAR;;1215E;;ka×bar
353;;CUNEIFORM SIGN KA TIMES BI;;1215F;;ka×bi
354;;CUNEIFORM SIGN KA TIMES ERIN2;;12160;;ka×erin<sub>2</sub>
355;;CUNEIFORM SIGN KA TIMES ESH2;;12161;;ka×eš<sub>2</sub>
356;;CUNEIFORM SIGN KA TIMES GA;;12162;;ka×ga
357;;CUNEIFORM SIGN KA TIMES GAL;;12163;;ka×gal
358;;CUNEIFORM SIGN KA TIMES GAN2 TENU;;12164;;ka×gan<sub>2</sub>tenû
359;;CUNEIFORM SIGN KA TIMES GAR;;12165;;ka×gar
360;;CUNEIFORM SIGN KA TIMES GAR PLUS SHA3 PLUS A;;12166;;ka×gar+ša<sub>3</sub>+a
361;;CUNEIFORM SIGN KA TIMES GI;;12167;;ka×gi
362;;CUNEIFORM SIGN KA TIMES GIR2;;12168;;ka×gir<sub>2</sub>
363;;CUNEIFORM SIGN KA TIMES GISH PLUS SAR;;12169;;ka×giš+sar
364;;CUNEIFORM SIGN KA TIMES GISH CROSSING GISH;;1216A;;ka×giškreuztgiš
365;;CUNEIFORM SIGN KA TIMES GU;;1216B;;ka×gu
366;;CUNEIFORM SIGN KA TIMES GUR7;;1216C;;ka×gur<sub>7</sub>
367;;CUNEIFORM SIGN KA TIMES IGI;;1216D;;ka×igi
368;;CUNEIFORM SIGN KA TIMES IM;;1216E;;ka×im
369;;CUNEIFORM SIGN KA TIMES KAK;;1216F;;ka×kak
370;;CUNEIFORM SIGN KA TIMES KI;;12170;;ka×ki
371;;CUNEIFORM SIGN KA TIMES KID;;12171;;ka×kid
372;;CUNEIFORM SIGN KA TIMES LI;;12172;;ka×li
373;;CUNEIFORM SIGN KA TIMES LU;;12173;;ka×lu
374;;CUNEIFORM SIGN KA TIMES ME;;12174;;ka×me
375;;CUNEIFORM SIGN KA TIMES ME PLUS DU;;12175;;ka×me+du
376;;CUNEIFORM SIGN KA TIMES ME PLUS GI;;12176;;ka×me+gi
377;;CUNEIFORM SIGN KA TIMES ME PLUS TE;;12177;;ka×me+te
378;;CUNEIFORM SIGN KA TIMES MI;;12178;;ka×mi
379;;CUNEIFORM SIGN KA TIMES MI PLUS NUNUZ;;12179;;ka×mi+nunuz
380;;CUNEIFORM SIGN KA TIMES NE;;1217A;;ka×ne
381;;CUNEIFORM SIGN KA TIMES NUN;;1217B;;ka×nun
382;;CUNEIFORM SIGN KA TIMES PI;;1217C;;ka×pi
383;;CUNEIFORM SIGN KA TIMES RU;;1217D;;ka×ru
384;;CUNEIFORM SIGN KA TIMES SA;;1217E;;ka×sa
385;;CUNEIFORM SIGN KA TIMES SAR;;1217F;;ka×sar
386;;CUNEIFORM SIGN KA TIMES SHA;;12180;;ka×ša
387;;CUNEIFORM SIGN KA TIMES SHE;;12181;;ka×še
388;;CUNEIFORM SIGN KA TIMES SHID;;12182;;ka×šid
389;;CUNEIFORM SIGN KA TIMES SHU;;12183;;ka×šu
390;;CUNEIFORM SIGN KA TIMES SIG;;12184;;ka×sig
391;;CUNEIFORM SIGN KA TIMES SUHUR;;12185;;ka×suhur
392;;CUNEIFORM SIGN KA TIMES TAR;;12186;;ka×tar
393;;CUNEIFORM SIGN KA TIMES U;;12187;;ka×u
394;;CUNEIFORM SIGN KA TIMES U2;;12188;;ka×u<sub>2</sub>
395;;CUNEIFORM SIGN KA TIMES UD;;12189;;ka×ud
396;;CUNEIFORM SIGN KA TIMES UMUM TIMES PA;;1218A;;ka×umum×pa
397;;CUNEIFORM SIGN KA TIMES USH;;1218B;;ka×uš
398;;CUNEIFORM SIGN KA TIMES ZI;;1218C;;ka×zi
399;;CUNEIFORM SIGN KA2;;1218D;;ka<sub>2</sub>
400;;CUNEIFORM SIGN KA2 CROSSING KA2;;1218E;;ka<sub>2</sub>kreuztka<sub>2</sub>
401;;CUNEIFORM SIGN KAB;;1218F;;kab
402;;CUNEIFORM SIGN KAD2;;12190;;kad<sub>2</sub>
403;;CUNEIFORM SIGN KAD3;;12191;;kad<sub>3</sub>
404;;CUNEIFORM SIGN KAD4;;12192;;kad<sub>4</sub>
405;;CUNEIFORM SIGN KAD5;;12193;;kad<sub>5</sub>
406;;CUNEIFORM SIGN KAD5 OVER KAD5;;12194;;kad<sub>5</sub>/kad<sub>5</sub>
407;;CUNEIFORM SIGN KAK;;12195;;kak
408;;CUNEIFORM SIGN KAK TIMES IGI GUNU;;12196;;kak×igigunû
409;;CUNEIFORM SIGN KAL;;12197;;kal
410;;CUNEIFORM SIGN KAL TIMES BAD;;12198;;kal×bad
411;;CUNEIFORM SIGN KAL CROSSING KAL;;12199;;kalkreuztkal
412;;CUNEIFORM SIGN KAM2;;1219A;;kam<sub>2</sub>
413;;CUNEIFORM SIGN KAM4;;1219B;;kam<sub>4</sub>
414;;CUNEIFORM SIGN KASKAL;;1219C;;kaskal
415;;CUNEIFORM SIGN KASKAL LAGAB TIMES U OVER LAGAB TIMES U;;1219D;;kaskallagab×u/lagab×u
416;;CUNEIFORM SIGN KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U;;1219E;;kaskal/kaskallagab×u/lagab×u
417;;CUNEIFORM SIGN KESH2;;1219F;;keš<sub>2</sub>
418;;CUNEIFORM SIGN KI;;121A0;;ki
419;;CUNEIFORM SIGN KI TIMES BAD;;121A1;;ki×bad
420;;CUNEIFORM SIGN KI TIMES U;;121A2;;ki×u
421;;CUNEIFORM SIGN KI TIMES UD;;121A3;;ki×ud
422;;CUNEIFORM SIGN KID;;121A4;;kid
423;;CUNEIFORM SIGN KIN;;121A5;;kin
424;;CUNEIFORM SIGN KISAL;;121A6;;kisal
425;;CUNEIFORM SIGN KISH;;121A7;;kiš
426;;CUNEIFORM SIGN KISIM5;;121A8;;kisim<sub>5</sub>
427;;CUNEIFORM SIGN KISIM5 OVER KISIM5;;121A9;;kisim<sub>5</sub>/kisim<sub>5</sub>
428;;CUNEIFORM SIGN KU;;121AA;;ku
429;;CUNEIFORM SIGN KU OVER HI TIMES ASH2 KU OVER HI TIMES ASH2;;121AB;;ku/hi×aš<sub>2</sub>ku/hi×aš<sub>2</sub>
430;;CUNEIFORM SIGN KU3;;121AC;;ku<sub>3</sub>
431;;CUNEIFORM SIGN KU4;;121AD;;ku<sub>4</sub>
432;;CUNEIFORM SIGN KU4 VARIANT FORM;;121AE;;ku<sub>4</sub>(variante)
433;;CUNEIFORM SIGN KU7;;121AF;;ku<sub>7</sub>
434;;CUNEIFORM SIGN KUL;;121B0;;kul
435;;CUNEIFORM SIGN KUL GUNU;;121B1;;kulgunû
436;;CUNEIFORM SIGN KUN;;121B2;;kun
437;;CUNEIFORM SIGN KUR;;121B3;;kur
438;;CUNEIFORM SIGN KUR OPPOSING KUR;;121B4;;kurgegenüberkur
439;;CUNEIFORM SIGN KUSHU2;;121B5;;kušu<sub>2</sub>
440;;CUNEIFORM SIGN KWU318;;121B6;;kwu<sub>318</sub>
441;;CUNEIFORM SIGN LA;;121B7;;la
442;;CUNEIFORM SIGN LAGAB;;121B8;;lagab
443;;CUNEIFORM SIGN LAGAB TIMES A;;121B9;;lagab×a
444;;CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA;;121BA;;lagab×a+da+ḫa
445;;CUNEIFORM SIGN LAGAB TIMES A PLUS GAR;;121BB;;lagab×a+gar
446;;CUNEIFORM SIGN LAGAB TIMES A PLUS LAL;;121BC;;lagab×a+lal
447;;CUNEIFORM SIGN LAGAB TIMES AL;;121BD;;lagab×al
448;;CUNEIFORM SIGN LAGAB TIMES AN;;121BE;;lagab×an
449;;CUNEIFORM SIGN LAGAB TIMES ASH ZIDA TENU;;121BF;;lagab×ašzidatenû
450;;CUNEIFORM SIGN LAGAB TIMES BAD;;121C0;;lagab×bad
451;;CUNEIFORM SIGN LAGAB TIMES BI;;121C1;;lagab×bi
452;;CUNEIFORM SIGN LAGAB TIMES DAR;;121C2;;lagab×dar
453;;CUNEIFORM SIGN LAGAB TIMES EN;;121C3;;lagab×en
454;;CUNEIFORM SIGN LAGAB TIMES GA;;121C4;;lagab×ga
455;;CUNEIFORM SIGN LAGAB TIMES GAR;;121C5;;lagab×gar
456;;CUNEIFORM SIGN LAGAB TIMES GUD;;121C6;;lagab×gud
457;;CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD;;121C7;;lagab×gud+gud
458;;CUNEIFORM SIGN LAGAB TIMES HA;;121C8;;lagab×ḫa
459;;CUNEIFORM SIGN LAGAB TIMES HAL;;121C9;;lagab×ḫal
460;;CUNEIFORM SIGN LAGAB TIMES HI TIMES NUN;;121CA;;lagab×ḫi×nun
461;;CUNEIFORM SIGN LAGAB TIMES IGI GUNU;;121CB;;lagab×igigunû
462;;CUNEIFORM SIGN LAGAB TIMES IM;;121CC;;lagab×im
463;;CUNEIFORM SIGN LAGAB TIMES IM PLUS HA;;121CD;;lagab×im+ḫa
464;;CUNEIFORM SIGN LAGAB TIMES IM PLUS LU;;121CE;;lagab×im+lu
465;;CUNEIFORM SIGN LAGAB TIMES KI;;121CF;;lagab×ki
466;;CUNEIFORM SIGN LAGAB TIMES KIN;;121D0;;lagab×kin
467;;CUNEIFORM SIGN LAGAB TIMES KU3;;121D1;;lagab×ku<sub>3</sub>
468;;CUNEIFORM SIGN LAGAB TIMES KUL;;121D2;;lagab×kul
469;;CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A;;121D3;;lagab×kul+ḫi+a
470;;CUNEIFORM SIGN LAGAB TIMES LAGAB;;121D4;;lagab×lagab
471;;CUNEIFORM SIGN LAGAB TIMES LISH;;121D5;;lagab×liš
472;;CUNEIFORM SIGN LAGAB TIMES LU;;121D6;;lagab×lu
473;;CUNEIFORM SIGN LAGAB TIMES LUL;;121D7;;lagab×lul
474;;CUNEIFORM SIGN LAGAB TIMES ME;;121D8;;lagab×me
475;;CUNEIFORM SIGN LAGAB TIMES ME PLUS EN;;121D9;;lagab×me+en
476;;CUNEIFORM SIGN LAGAB TIMES MUSH;;121DA;;lagab×muš
477;;CUNEIFORM SIGN LAGAB TIMES NE;;121DB;;lagab×ne
478;;CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM;;121DC;;lagab×še+sum
479;;CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH PLUS ERIN2;;121DD;;lagab×šita+giš+erin<sub>2</sub>
480;;CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU;;121DE;;lagab×šita+gištenû
481;;CUNEIFORM SIGN LAGAB TIMES SHU2;;121DF;;lagab×šu<sub>2</sub>
482;;CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2;;121E0;;lagab×šu<sub>2</sub>+šu<sub>2</sub>
483;;CUNEIFORM SIGN LAGAB TIMES SUM;;121E1;;lagab×sum
484;;CUNEIFORM SIGN LAGAB TIMES TAG;;121E2;;lagab×tag
485;;CUNEIFORM SIGN LAGAB TIMES TAK4;;121E3;;lagab×tak<sub>4</sub>
486;;CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA;;121E4;;lagab×te+a+su+na
487;;CUNEIFORM SIGN LAGAB TIMES U;;121E5;;lagab×u
488;;CUNEIFORM SIGN LAGAB TIMES U PLUS A;;121E6;;lagab×u+a
489;;CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U;;121E7;;lagab×u+u+u
490;;CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH;;121E8;;lagab×u<sub>2</sub>+aš
491;;CUNEIFORM SIGN LAGAB TIMES UD;;121E9;;lagab×ud
492;;CUNEIFORM SIGN LAGAB TIMES USH;;121EA;;lagab×uš
493;;CUNEIFORM SIGN LAGAB SQUARED;;121EB;;lagabimquadrat
494;;CUNEIFORM SIGN LAGAR;;121EC;;lagar
495;;CUNEIFORM SIGN LAGAR TIMES SHE;;121ED;;lagar×še
496;;CUNEIFORM SIGN LAGAR TIMES SHE PLUS SUM;;121EE;;lagar×še+sum
497;;CUNEIFORM SIGN LAGAR GUNU;;121EF;;lagargunû
498;;CUNEIFORM SIGN LAGAR GUNU OVER LAGAR GUNU SHE;;121F0;;lagargunû/lagargunûše
499;;CUNEIFORM SIGN LAHSHU;;121F1;;laḫšu
500;;CUNEIFORM SIGN LAL;;121F2;;lal
501;;CUNEIFORM SIGN LAL TIMES LAL;;121F3;;lal×lal
502;;CUNEIFORM SIGN LAM;;121F4;;lam
503;;CUNEIFORM SIGN LAM TIMES KUR;;121F5;;lam×kur
504;;CUNEIFORM SIGN LAM TIMES KUR PLUS RU;;121F6;;lam×kur+ru
505;;CUNEIFORM SIGN LI;;121F7;;li
506;;CUNEIFORM SIGN LIL;;121F8;;lil
507;;CUNEIFORM SIGN LIMMU2;;121F9;;limmu<sub>2</sub>
508;;CUNEIFORM SIGN LISH;;121FA;;liš
509;;CUNEIFORM SIGN LU;;121FB;;lu
510;;CUNEIFORM SIGN LU TIMES BAD;;121FC;;lu×bad
511;;CUNEIFORM SIGN LU2;;121FD;;lu<sub>2</sub>
512;;CUNEIFORM SIGN LU2 TIMES AL;;121FE;;lu<sub>2</sub>×al
513;;CUNEIFORM SIGN LU2 TIMES BAD;;121FF;;lu<sub>2</sub>×bad
514;;CUNEIFORM SIGN LU2 TIMES ESH2;;12200;;lu<sub>2</sub>×eš<sub>2</sub>
515;;CUNEIFORM SIGN LU2 TIMES ESH2 TENU;;12201;;lu<sub>2</sub>×eš<sub>2</sub>tenû
516;;CUNEIFORM SIGN LU2 TIMES GAN2 TENU;;12202;;lu<sub>2</sub>×gan<sub>2</sub>tenû
517;;CUNEIFORM SIGN LU2 TIMES HI TIMES BAD;;12203;;lu<sub>2</sub>×ḫi×bad
518;;CUNEIFORM SIGN LU2 TIMES IM;;12204;;lu<sub>2</sub>×im
519;;CUNEIFORM SIGN LU2 TIMES KAD2;;12205;;lu<sub>2</sub>×kad<sub>2</sub>
520;;CUNEIFORM SIGN LU2 TIMES KAD3;;12206;;lu<sub>2</sub>×kad<sub>3</sub>
521;;CUNEIFORM SIGN LU2 TIMES KAD3 PLUS ASH;;12207;;lu<sub>2</sub>×kad<sub>3</sub>+aš
522;;CUNEIFORM SIGN LU2 TIMES KI;;12208;;lu<sub>2</sub>×ki
523;;CUNEIFORM SIGN LU2 TIMES LA PLUS ASH;;12209;;lu<sub>2</sub>×la+aš
524;;CUNEIFORM SIGN LU2 TIMES LAGAB;;1220A;;lu<sub>2</sub>×lagab
525;;CUNEIFORM SIGN LU2 TIMES ME PLUS EN;;1220B;;lu<sub>2</sub>×me+en
526;;CUNEIFORM SIGN LU2 TIMES NE;;1220C;;lu<sub>2</sub>×ne
527;;CUNEIFORM SIGN LU2 TIMES NU;;1220D;;lu<sub>2</sub>×nu
528;;CUNEIFORM SIGN LU2 TIMES SI PLUS ASH;;1220E;;lu<sub>2</sub>×si+aš
529;;CUNEIFORM SIGN LU2 TIMES SIK2 PLUS BU;;1220F;;lu<sub>2</sub>×sik<sub>2</sub>+bu
530;;CUNEIFORM SIGN LU2 TIMES TUG2;;12210;;lu<sub>2</sub>×tug<sub>2</sub>
531;;CUNEIFORM SIGN LU2 TENU;;12211;;lu<sub>2</sub>tenû
532;;CUNEIFORM SIGN LU2 CROSSING LU2;;12212;;lu<sub>2</sub>kreuztlu<sub>2</sub>
533;;CUNEIFORM SIGN LU2 OPPOSING LU2;;12213;;lu<sub>2</sub>gegenüberlu<sub>2</sub>
534;;CUNEIFORM SIGN LU2 SQUARED;;12214;;lu<sub>2</sub>imquadrat
535;;CUNEIFORM SIGN LU2 SHESHIG;;12215;;lu<sub>2</sub>šešig
536;;CUNEIFORM SIGN LU3;;12216;;lu<sub>3</sub>
537;;CUNEIFORM SIGN LUGAL;;12217;;lugal
538;;CUNEIFORM SIGN LUGAL OVER LUGAL;;12218;;lugal/lugal
539;;CUNEIFORM SIGN LUGAL OPPOSING LUGAL;;12219;;lugalgegenüberlugal
540;;CUNEIFORM SIGN LUGAL SHESHIG;;1221A;;lugalšešig
541;;CUNEIFORM SIGN LUH;;1221B;;luḫ
542;;CUNEIFORM SIGN LUL;;1221C;;lul
543;;CUNEIFORM SIGN LUM;;1221D;;lum
544;;CUNEIFORM SIGN LUM OVER LUM;;1221E;;lum/lum
545;;CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR;;1221F;;lum/lumgar/gar
546;;CUNEIFORM SIGN MA;;12220;;ma
547;;CUNEIFORM SIGN MA TIMES TAK4;;12221;;ma×tak<sub>4</sub>
548;;CUNEIFORM SIGN MA GUNU;;12222;;magunû
549;;CUNEIFORM SIGN MA2;;12223;;ma<sub>2</sub>
550;;CUNEIFORM SIGN MAH;;12224;;maḫ
551;;CUNEIFORM SIGN MAR;;12225;;mar
552;;CUNEIFORM SIGN MASH;;12226;;maš
553;;CUNEIFORM SIGN MASH2;;12227;;maš<sub>2</sub>
554;;CUNEIFORM SIGN ME;;12228;;me
555;;CUNEIFORM SIGN MES;;12229;;mes
556;;CUNEIFORM SIGN MI;;1222A;;mi
557;;CUNEIFORM SIGN MIN;;1222B;;min
558;;CUNEIFORM SIGN MU;;1222C;;mu
559;;CUNEIFORM SIGN MU OVER MU;;1222D;;mu/mu
560;;CUNEIFORM SIGN MUG;;1222E;;mug
561;;CUNEIFORM SIGN MUG GUNU;;1222F;;muggunû
562;;CUNEIFORM SIGN MUNSUB;;12230;;munsub
563;;CUNEIFORM SIGN MURGU2;;12231;;murgu<sub>2</sub>
564;;CUNEIFORM SIGN MUSH;;12232;;muš
565;;CUNEIFORM SIGN MUSH TIMES A;;12233;;muš×a
566;;CUNEIFORM SIGN MUSH TIMES KUR;;12234;;muš×kur
567;;CUNEIFORM SIGN MUSH TIMES ZA;;12235;;muš×za
568;;CUNEIFORM SIGN MUSH OVER MUSH;;12236;;muš/muš
569;;CUNEIFORM SIGN MUSH OVER MUSH TIMES A PLUS NA;;12237;;muš/muš×a+na
570;;CUNEIFORM SIGN MUSH CROSSING MUSH;;12238;;muškreuztmuš
571;;CUNEIFORM SIGN MUSH3;;12239;;muš<sub>3</sub>
572;;CUNEIFORM SIGN MUSH3 TIMES A;;1223A;;muš<sub>3</sub>×a
573;;CUNEIFORM SIGN MUSH3 TIMES A PLUS DI;;1223B;;muš<sub>3</sub>×a+di
574;;CUNEIFORM SIGN MUSH3 TIMES DI;;1223C;;muš<sub>3</sub>×di
575;;CUNEIFORM SIGN MUSH3 GUNU;;1223D;;muš<sub>3</sub>gunû
576;;CUNEIFORM SIGN NA;;1223E;;na
577;;CUNEIFORM SIGN NA2;;1223F;;na<sub>2</sub>
578;;CUNEIFORM SIGN NAGA;;12240;;naga
579;;CUNEIFORM SIGN NAGA INVERTED;;12241;;nagagedreht
580;;CUNEIFORM SIGN NAGA TIMES SHU TENU;;12242;;naga×šutenû
581;;CUNEIFORM SIGN NAGA OPPOSING NAGA;;12243;;nagagegenübernaga
582;;CUNEIFORM SIGN NAGAR;;12244;;nagar
583;;CUNEIFORM SIGN NAM NUTILLU;;12245;;namnutillu
584;;CUNEIFORM SIGN NAM;;12246;;nam
585;;CUNEIFORM SIGN NAM2;;12247;;nam<sub>2</sub>
586;;CUNEIFORM SIGN NE;;12248;;ne
587;;CUNEIFORM SIGN NE TIMES A;;12249;;ne×a
588;;CUNEIFORM SIGN NE TIMES UD;;1224A;;ne×ud
589;;CUNEIFORM SIGN NE SHESHIG;;1224B;;nešešig
590;;CUNEIFORM SIGN NI;;1224C;;ni
591;;CUNEIFORM SIGN NI TIMES E;;1224D;;ni×e
592;;CUNEIFORM SIGN NI2;;1224E;;ni<sub>2</sub>
593;;CUNEIFORM SIGN NIM;;1224F;;nim
594;;CUNEIFORM SIGN NIM TIMES GAN2 TENU;;12250;;nim×gan<sub>2</sub>tenû
595;;CUNEIFORM SIGN NIM TIMES GAR PLUS GAN2 TENU;;12251;;nim×gar+gan<sub>2</sub>tenû
596;;CUNEIFORM SIGN NINDA2;;12252;;ninda<sub>2</sub>
597;;CUNEIFORM SIGN NINDA2 TIMES AN;;12253;;ninda<sub>2</sub>×an
598;;CUNEIFORM SIGN NINDA2 TIMES ASH;;12254;;ninda<sub>2</sub>×aš
599;;CUNEIFORM SIGN NINDA2 TIMES ASH PLUS ASH;;12255;;ninda<sub>2</sub>×aš+aš
600;;CUNEIFORM SIGN NINDA2 TIMES GUD;;12256;;ninda<sub>2</sub>×gud
601;;CUNEIFORM SIGN NINDA2 TIMES ME PLUS GAN2 TENU;;12257;;ninda<sub>2</sub>×me+gan<sub>2</sub>tenû
602;;CUNEIFORM SIGN NINDA2 TIMES NE;;12258;;ninda<sub>2</sub>×ne
603;;CUNEIFORM SIGN NINDA2 TIMES NUN;;12259;;ninda<sub>2</sub>×nun
604;;CUNEIFORM SIGN NINDA2 TIMES SHE;;1225A;;ninda<sub>2</sub>×še
605;;CUNEIFORM SIGN NINDA2 TIMES SHE PLUS A AN;;1225B;;ninda<sub>2</sub>×še+aan
606;;CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH;;1225C;;ninda<sub>2</sub>×še+aš
607;;CUNEIFORM SIGN NINDA2 TIMES SHE PLUS ASH PLUS ASH;;1225D;;ninda<sub>2</sub>×še+aš+aš
608;;CUNEIFORM SIGN NINDA2 TIMES U2 PLUS ASH;;1225E;;ninda<sub>2</sub>×u<sub>2</sub>+aš
609;;CUNEIFORM SIGN NINDA2 TIMES USH;;1225F;;ninda<sub>2</sub>×uš
610;;CUNEIFORM SIGN NISAG;;12260;;nisag
611;;CUNEIFORM SIGN NU;;12261;;nu
612;;CUNEIFORM SIGN NU11;;12262;;nu<sub>11</sub>
613;;CUNEIFORM SIGN NUN;;12263;;nun
614;;CUNEIFORM SIGN NUN LAGAR TIMES GAR;;12264;;nunlagar×gar
615;;CUNEIFORM SIGN NUN LAGAR TIMES MASH;;12265;;nunlagar×maš
616;;CUNEIFORM SIGN NUN LAGAR TIMES SAL;;12266;;nunlagar×sal
617;;CUNEIFORM SIGN NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL;;12267;;nunlagar×sal/nunlagar×sal
618;;CUNEIFORM SIGN NUN LAGAR TIMES USH;;12268;;nunlagar×uš
619;;CUNEIFORM SIGN NUN TENU;;12269;;nuntenû
620;;CUNEIFORM SIGN NUN OVER NUN;;1226A;;nun/nun
621;;CUNEIFORM SIGN NUN CROSSING NUN;;1226B;;nunkreuztnun
622;;CUNEIFORM SIGN NUN CROSSING NUN LAGAR OVER LAGAR;;1226C;;nunkreuztnunlagar/lagar
623;;CUNEIFORM SIGN NUNUZ;;1226D;;nunuz
624;;CUNEIFORM SIGN NUNUZ AB2 TIMES ASHGAB;;1226E;;nunuzab<sub>2</sub>×ašgab
625;;CUNEIFORM SIGN NUNUZ AB2 TIMES BI;;1226F;;nunuzab<sub>2</sub>×bi
626;;CUNEIFORM SIGN NUNUZ AB2 TIMES DUG;;12270;;nunuzab<sub>2</sub>×dug
627;;CUNEIFORM SIGN NUNUZ AB2 TIMES GUD;;12271;;nunuzab<sub>2</sub>×gud
628;;CUNEIFORM SIGN NUNUZ AB2 TIMES IGI GUNU;;12272;;nunuzab<sub>2</sub>×igigunû
629;;CUNEIFORM SIGN NUNUZ AB2 TIMES KAD3;;12273;;nunuzab<sub>2</sub>×kad<sub>3</sub>
630;;CUNEIFORM SIGN NUNUZ AB2 TIMES LA;;12274;;nunuzab<sub>2</sub>×la
631;;CUNEIFORM SIGN NUNUZ AB2 TIMES NE;;12275;;nunuzab<sub>2</sub>×ne
632;;CUNEIFORM SIGN NUNUZ AB2 TIMES SILA3;;12276;;nunuzab<sub>2</sub>×sila<sub>3</sub>
633;;CUNEIFORM SIGN NUNUZ AB2 TIMES U2;;12277;;nunuzab<sub>2</sub>×u<sub>2</sub>
634;;CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI;;12278;;nunuzkisim<sub>5</sub>×bi
635;;CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI U;;12279;;nunuzkisim<sub>5</sub>×biu
636;;CUNEIFORM SIGN PA;;1227A;;pa
637;;CUNEIFORM SIGN PAD;;1227B;;pad
638;;CUNEIFORM SIGN PAN;;1227C;;pan
639;;CUNEIFORM SIGN PAP;;1227D;;pap
640;;CUNEIFORM SIGN PESH2;;1227E;;peš<sub>2</sub>
641;;CUNEIFORM SIGN PI;;1227F;;pi
642;;CUNEIFORM SIGN PI TIMES A;;12280;;pi×a
643;;CUNEIFORM SIGN PI TIMES AB;;12281;;pi×ab
644;;CUNEIFORM SIGN PI TIMES BI;;12282;;pi×bi
645;;CUNEIFORM SIGN PI TIMES BU;;12283;;pi×bu
646;;CUNEIFORM SIGN PI TIMES E;;12284;;pi×e
647;;CUNEIFORM SIGN PI TIMES I;;12285;;pi×i
648;;CUNEIFORM SIGN PI TIMES IB;;12286;;pi×ib
649;;CUNEIFORM SIGN PI TIMES U;;12287;;pi×u
650;;CUNEIFORM SIGN PI TIMES U2;;12288;;pi×u<sub>2</sub>
651;;CUNEIFORM SIGN PI CROSSING PI;;12289;;pikreuztpi
652;;CUNEIFORM SIGN PIRIG;;1228A;;pirig
653;;CUNEIFORM SIGN PIRIG TIMES KAL;;1228B;;pirig×kal
654;;CUNEIFORM SIGN PIRIG TIMES UD;;1228C;;pirig×ud
655;;CUNEIFORM SIGN PIRIG TIMES ZA;;1228D;;pirig×za
656;;CUNEIFORM SIGN PIRIG OPPOSING PIRIG;;1228E;;piriggegenüberpirig
657;;CUNEIFORM SIGN RA;;1228F;;ra
658;;CUNEIFORM SIGN RAB;;12290;;rab
659;;CUNEIFORM SIGN RI;;12291;;ri
660;;CUNEIFORM SIGN RU;;12292;;ru
661;;CUNEIFORM SIGN SA;;12293;;sa
662;;CUNEIFORM SIGN SAG NUTILLU;;12294;;sagnutillu
663;;CUNEIFORM SIGN SAG;;12295;;sag
664;;CUNEIFORM SIGN SAG TIMES A;;12296;;sag×a
665;;CUNEIFORM SIGN SAG TIMES DU;;12297;;sag×du
666;;CUNEIFORM SIGN SAG TIMES DUB;;12298;;sag×dub
667;;CUNEIFORM SIGN SAG TIMES HA;;12299;;sag×ḫa
668;;CUNEIFORM SIGN SAG TIMES KAK;;1229A;;sag×kak
